ticket_id,account_id,submitted_at,closed_at,resolution_time_hours,priority,first_response_time_minutes,satisfaction_score,escalation_flag
T-30918a,A-c7ffc2,2024-02-28,2024-03-01,43,high,29,3,f
T-d1168e,A-65a46c,2024-04-09,2024-04-11,38,urgent,103,5,f
T-678cb9,A-463db0,2023-02-08,2023-02-10,14,medium,39,4,f
T-a5b987,A-158f4e,2023-01-27,2023-01-27,20,high,156,,f
T-94fe73,A-3a7284,2024-08-16,2024-08-18,16,urgent,56,4,f
T-07ff37,A-b54c01,2024-01-07,2024-01-08,36,high,106,,f
T-8f66c9,A-c1dfe1,2024-07-08,2024-07-10,23,high,110,,f
T-ec5618,A-1986ca,2024-09-07,2024-09-09,22,low,175,3,f
T-512f1f,A-fd9422,2023-12-05,2023-12-06,14,high,141,3,f
T-10fe26,A-560d27,2023-12-22,2023-12-22,22,medium,29,5,f
T-a2dd12,A-18793f,2023-10-01,2023-10-02,12,high,168,4,f
T-1742e2,A-7dacce,2024-02-13,2024-02-14,8,high,32,,f
T-17de9f,A-3932db,2023-12-14,2023-12-15,11,medium,46,,f
T-b7bd24,A-9f0b68,2023-09-11,2023-09-12,12,low,78,,f
T-04752b,A-9badbd,2023-03-08,2023-03-09,17,high,155,,f
T-77863a,A-e60f9d,2024-01-27,2024-01-29,20,urgent,132,,f
T-6014e5,A-e7beab,2023-10-16,2023-10-18,14,high,161,3,f
T-0a20f3,A-7f6b86,2023-07-03,2023-07-05,14,medium,156,3,f
T-415f6a,A-bd4708,2023-12-03,2023-12-04,12,urgent,2,,f
T-afb450,A-e83938,2024-05-22,2024-05-23,11,low,171,,f
T-e771c5,A-0f3e88,2024-07-28,2024-07-30,20,low,4,,f
T-4ad95c,A-118d55,2024-12-03,2024-12-05,9,medium,122,,f
T-7bfd11,A-bb1eaa,2024-06-04,2024-06-05,7,low,11,,f
T-55f338,A-cdf020,2023-01-16,2023-01-16,15,high,5,3,f
T-35cdd0,A-c16101,2024-08-31,2024-08-31,23,high,67,,f
T-43635f,A-de58ca,2024-11-05,2024-11-06,9,medium,152,4,f
T-192ed5,A-3932db,2024-09-22,2024-09-24,16,low,74,,f
T-890bef,A-39ddf4,2023-01-11,2023-01-11,5,high,109,4,f
T-c88d4c,A-82d8a6,2024-09-09,2024-09-11,9,urgent,163,4,f
T-ab3873,A-8b0451,2023-01-09,2023-01-09,18,urgent,115,,f
T-db8ee9,A-05f0e5,2024-06-06,2024-06-06,19,medium,58,4,f
T-11a32d,A-94c3cd,2023-11-05,2023-11-07,9,urgent,86,,t
T-01fc55,A-faa28c,2023-07-25,2023-07-27,24,urgent,22,5,f
T-23bb61,A-756192,2024-06-16,2024-06-17,5,low,171,3,f
T-675f77,A-af0cd2,2023-08-16,2023-08-18,22,low,173,,f
T-0134fb,A-c16101,2024-12-08,2024-12-09,15,urgent,70,,t
T-27abc5,A-4c56c9,2024-01-06,2024-01-08,14,high,61,3,f
T-5dc1bf,A-86cdb4,2024-03-29,2024-03-30,5,urgent,129,,f
T-1f3e8a,A-f03140,2023-05-08,2023-05-08,8,medium,132,,f
T-4bfec4,A-09316c,2024-11-12,2024-11-13,7,low,105,3,f
T-2fdfe5,A-05d3b3,2024-05-14,2024-05-15,12,low,114,4,f
T-37b3f3,A-e40f45,2024-02-26,2024-02-26,21,high,132,5,f
T-a96055,A-e43bf7,2024-11-27,2024-11-29,18,medium,9,4,f
T-a1823c,A-50bb9f,2024-08-17,2024-08-19,18,urgent,25,,f
T-5faeda,A-92a333,2023-06-03,2023-06-03,8,high,55,,f
T-37e292,A-ac14bb,2024-06-12,2024-06-13,21,low,38,4,f
T-4c0c16,A-6dee43,2024-07-19,2024-07-21,7,urgent,108,,f
T-2873de,A-10b8f2,2024-01-31,2024-01-31,6,low,59,3,f
T-68fee5,A-5ed98d,2024-03-12,2024-03-12,13,urgent,114,,f
T-38a3f8,A-5c9849,2023-12-14,2023-12-16,17,low,41,,f
T-f2c439,A-f6b2fb,2023-04-18,2023-04-20,6,medium,70,3,f
T-39424e,A-ccc747,2024-08-05,2024-08-05,23,medium,137,,t
T-856bdd,A-508199,2024-08-17,2024-08-19,24,low,52,,f
T-c9a926,A-6a4e2d,2024-09-15,2024-09-15,24,low,126,5,t
T-6ff72c,A-241e75,2024-09-02,2024-09-03,8,high,178,5,f
T-ba2219,A-463db0,2023-04-24,2023-04-26,23,urgent,179,,t
T-ab7721,A-22f2df,2023-03-24,2023-03-26,18,urgent,19,,f
T-ae3a16,A-186a44,2024-06-19,2024-06-21,19,low,97,,f
T-9aee85,A-9ee962,2024-05-26,2024-05-27,13,medium,155,,f
T-c7f28d,A-ffc04f,2023-08-17,2023-08-17,40,low,9,,t
T-984352,A-417d2f,2023-02-15,2023-02-15,24,high,129,4,f
T-7af423,A-149a69,2024-08-28,2024-08-28,6,medium,172,4,f
T-162d1f,A-a0ca4e,2023-08-20,2023-08-22,15,high,77,4,t
T-b2925a,A-eb7fac,2024-01-15,2024-01-17,24,low,172,,f
T-e3507b,A-e98302,2023-02-28,2023-02-28,24,high,95,4,f
T-88abc2,A-ad64c6,2024-10-13,2024-10-13,18,high,159,,f
T-b348cc,A-cbd1a3,2023-07-22,2023-07-23,20,urgent,145,4,f
T-1a8ff8,A-e61e98,2023-04-22,2023-04-22,43,low,44,5,t
T-31cd64,A-eb7c38,2023-02-13,2023-02-14,42,urgent,33,4,f
T-6b8b96,A-d27f50,2023-03-27,2023-03-29,19,urgent,101,3,f
T-814d7e,A-313be3,2024-11-09,2024-11-10,42,low,141,5,t
T-f4bc90,A-503d5a,2023-04-28,2023-04-28,12,high,27,3,f
T-fecc33,A-712f1c,2023-09-07,2023-09-08,6,low,121,3,f
T-a2665a,A-cea1f0,2024-10-11,2024-10-12,24,urgent,161,4,f
T-b77fc1,A-558c72,2023-05-10,2023-05-12,23,high,83,,f
T-42c4fb,A-17939a,2023-08-18,2023-08-18,16,urgent,50,,f
T-7a1469,A-503d5a,2024-05-02,2024-05-04,11,medium,27,,f
T-186d63,A-cbbe12,2024-08-08,2024-08-09,7,medium,40,,f
T-581c3c,A-4c56c9,2024-10-05,2024-10-06,24,high,8,3,f
T-ad5807,A-443b7c,2023-01-24,2023-01-24,54,high,14,,f
T-5ac967,A-4814a3,2023-03-08,2023-03-08,51,urgent,161,,f
T-ca2383,A-81edc3,2024-05-20,2024-05-22,7,high,79,5,f
T-271d67,A-40a557,2024-10-27,2024-10-27,14,urgent,1,,f
T-2a6f2e,A-cc98bc,2023-03-24,2023-03-24,24,low,159,4,f
T-cb1b0e,A-a33200,2024-05-12,2024-05-14,49,urgent,46,5,f
T-1ce30f,A-82d8a6,2024-11-13,2024-11-14,14,medium,37,,f
T-ea65ad,A-8b0451,2024-01-30,2024-01-30,8,medium,79,4,f
T-44b8e5,A-de24d5,2024-06-27,2024-06-29,7,low,4,,f
T-83edca,A-3f9cc0,2024-05-01,2024-05-01,41,urgent,99,5,t
T-d82e4d,A-f446b6,2023-06-29,2023-07-01,12,urgent,120,,f
T-e5a027,A-40a557,2024-06-24,2024-06-24,24,urgent,44,,f
T-8a2ad9,A-d922bf,2024-01-23,2024-01-25,22,low,125,,f
T-46e5ce,A-089363,2024-09-06,2024-09-08,10,high,46,4,f
T-e481c6,A-856b1e,2023-08-01,2023-08-03,24,low,22,,f
T-bafc8d,A-c42f1f,2023-11-14,2023-11-14,21,high,122,,t
T-94b674,A-f25509,2023-10-20,2023-10-21,20,urgent,78,,f
T-92101f,A-202b67,2024-02-12,2024-02-13,10,high,51,5,f
T-cd3896,A-17939a,2024-05-14,2024-05-15,8,high,35,5,f
T-b52677,A-53f4e3,2023-03-11,2023-03-11,6,high,138,3,f
T-d2f0e5,A-8b0451,2023-12-27,2023-12-27,24,urgent,17,,f
T-a2f9f7,A-f19b24,2023-11-05,2023-11-07,24,medium,75,4,f
T-d9600d,A-98a59a,2024-12-18,2024-12-19,10,urgent,106,4,f
T-287662,A-a7bd4b,2024-11-07,2024-11-08,14,medium,57,3,f
T-7932c2,A-f17767,2024-01-28,2024-01-28,13,urgent,132,5,f
T-1cf7fa,A-39ddf4,2024-10-14,2024-10-14,18,high,21,4,f
T-24d5c4,A-4f18f0,2024-03-20,2024-03-22,8,high,79,4,f
T-7d2f68,A-fd7ad3,2024-10-17,2024-10-19,12,low,167,5,f
T-d80204,A-684255,2024-08-11,2024-08-12,20,medium,6,5,f
T-ae53a2,A-0532a9,2024-01-29,2024-01-31,9,low,165,,f
T-056a79,A-c43359,2024-05-23,2024-05-24,21,urgent,103,,f
T-f73830,A-51ec1b,2024-09-11,2024-09-13,17,low,174,,t
T-54b828,A-c42f1f,2024-02-27,2024-02-27,14,low,150,5,f
T-f0ff14,A-b179bf,2024-11-02,2024-11-02,11,urgent,17,,f
T-72f058,A-118d55,2023-02-16,2023-02-16,18,high,82,,f
T-ed12da,A-702032,2023-03-30,2023-03-31,17,medium,34,3,f
T-b3f296,A-05f0e5,2023-10-04,2023-10-04,12,high,91,4,f
T-2bec1c,A-6dee43,2024-11-07,2024-11-07,22,high,51,,f
T-22afc4,A-cdf020,2024-04-13,2024-04-14,19,urgent,3,4,f
T-01387f,A-854864,2024-03-26,2024-03-27,9,low,74,5,f
T-374bd7,A-038089,2023-05-14,2023-05-14,9,low,36,,f
T-a65795,A-d77f4c,2023-06-30,2023-06-30,7,urgent,82,5,f
T-d552c8,A-94f8c9,2024-02-21,2024-02-21,6,urgent,93,5,f
T-c6ebe1,A-331424,2023-03-15,2023-03-15,23,medium,154,,f
T-2f3247,A-716841,2024-04-25,2024-04-25,9,low,48,4,f
T-5117fb,A-c7e58b,2023-12-11,2023-12-13,15,medium,64,3,f
T-c1b39d,A-92a333,2024-06-05,2024-06-06,15,low,103,,t
T-f99a2c,A-4a267b,2023-04-26,2023-04-26,11,medium,61,3,f
T-721dbc,A-53f4e3,2023-10-13,2023-10-13,22,urgent,54,,f
T-592ec1,A-544d0a,2023-05-23,2023-05-24,14,low,161,5,f
T-bccf47,A-0b0d6d,2023-05-05,2023-05-05,5,high,92,,f
T-3d0cfa,A-1e6fc3,2023-04-15,2023-04-15,13,urgent,50,3,f
T-ac71c9,A-186a44,2024-01-18,2024-01-18,16,high,155,3,f
T-bf29da,A-0cc442,2024-04-29,2024-05-01,24,urgent,110,3,f
T-b3feb3,A-f5641b,2024-09-14,2024-09-16,23,high,121,3,t
T-c6fa3a,A-7c6b6b,2023-06-04,2023-06-06,22,low,96,5,f
T-ba8b3a,A-d4ac0e,2023-06-18,2023-06-18,12,high,40,4,f
T-0bb5ac,A-7920cc,2024-10-21,2024-10-21,9,low,9,,f
T-79d436,A-05f0e5,2023-01-25,2023-01-25,22,high,177,4,f
T-12a740,A-87aa7b,2024-12-29,2024-12-29,20,urgent,147,,f
T-9656b4,A-f51f16,2024-07-10,2024-07-12,15,urgent,172,,f
T-069c43,A-1986ca,2024-04-08,2024-04-10,10,high,53,3,f
T-263799,A-d4e0d4,2024-02-15,2024-02-16,11,medium,6,,f
T-0ba1a8,A-f25509,2023-11-05,2023-11-07,14,urgent,72,5,f
T-7e4e70,A-20736a,2024-06-08,2024-06-09,11,low,26,5,f
T-20af37,A-faa28c,2024-10-30,2024-11-01,5,low,174,,f
T-d5f42b,A-18793f,2023-10-11,2023-10-13,16,low,81,3,f
T-d895b8,A-ed510f,2023-05-04,2023-05-05,12,low,45,3,f
T-db932a,A-9779ad,2024-10-28,2024-10-28,6,urgent,92,,f
T-784b41,A-dcc3f1,2023-10-10,2023-10-10,14,medium,21,4,f
T-7905fa,A-55f257,2023-12-10,2023-12-11,11,low,175,,f
T-4a53fe,A-e40f45,2024-07-12,2024-07-14,14,low,153,,f
T-762081,A-068fc6,2023-01-24,2023-01-25,10,urgent,118,5,f
T-8e6d12,A-6f50ae,2024-11-14,2024-11-14,8,high,83,4,f
T-fe6445,A-a865bd,2024-06-05,2024-06-05,12,urgent,9,,f
T-ce0f83,A-296d7c,2024-07-24,2024-07-27,21,urgent,68,3,f
T-c1ac80,A-342303,2023-10-25,2023-10-27,15,high,125,4,f
T-7eaf4c,A-86902e,2024-01-12,2024-01-13,17,low,63,3,f
T-7f775b,A-59f724,2024-01-23,2024-01-23,18,high,154,4,f
T-e11f4e,A-92a333,2023-11-18,2023-11-18,15,medium,64,,f
T-bbad1e,A-3793ee,2023-11-23,2023-11-25,11,low,178,,f
T-6533ba,A-90a8c8,2024-04-07,2024-04-08,18,medium,1,3,f
T-2b3584,A-f9cc74,2024-02-14,2024-02-15,10,low,120,5,f
T-c6eb1f,A-2b9d3e,2024-06-24,2024-06-25,5,urgent,43,,f
T-f402a9,A-e888d1,2023-12-21,2023-12-22,24,high,91,5,f
T-731aca,A-139c3b,2023-12-29,2023-12-29,19,high,36,,f
T-e766b0,A-00bed1,2023-01-14,2023-01-16,7,high,98,,f
T-922d49,A-7f6b86,2024-12-20,2024-12-21,24,urgent,114,4,f
T-c6e82b,A-bc87bc,2024-06-06,2024-06-07,9,high,178,,f
T-d980c3,A-4c38bc,2023-04-14,2023-04-14,23,urgent,20,,f
T-ffb356,A-65c341,2023-10-15,2023-10-16,8,high,93,4,f
T-f1c022,A-e4bf56,2023-04-10,2023-04-10,20,high,73,3,f
T-bf44a3,A-de24d5,2024-11-16,2024-11-17,14,high,103,,f
T-0811d4,A-f6b2fb,2023-10-29,2023-10-31,6,medium,24,4,f
T-76632d,A-00bed1,2024-05-16,2024-05-17,8,high,46,,f
T-dba043,A-32fb14,2024-06-17,2024-06-19,70,urgent,60,5,f
T-d9d697,A-417d2f,2024-11-06,2024-11-08,20,urgent,3,,f
T-e3c91a,A-d3c88e,2023-04-29,2023-05-02,16,high,16,4,f
T-7a57cf,A-0f6450,2023-08-21,2023-08-22,20,medium,59,5,f
T-fdf135,A-34ea2f,2023-01-04,2023-01-05,75,urgent,65,4,f
T-9d29d0,A-34ea2f,2023-12-30,2023-12-31,56,low,60,,f
T-381eff,A-9f9299,2024-12-28,2024-12-29,94,low,139,5,f
T-a9918a,A-b20d99,2023-02-12,2023-02-14,50,low,22,3,f
T-7f7908,A-78f02b,2023-01-10,2023-01-10,0,low,2,3,f
T-e0d92c,A-31ab9a,2023-12-27,2023-12-27,1,urgent,37,,f
T-8da35c,A-7f4db3,2023-03-14,2023-03-14,1,urgent,60,3,f
T-115c3c,A-95b24a,2024-02-01,2024-02-01,38,medium,162,5,f
T-d51d42,A-ba6516,2023-03-08,2023-03-08,51,low,149,5,f
T-0238f9,A-443b7c,2024-07-19,2024-07-19,53,medium,81,4,f
T-fcfcf7,A-89ee83,2024-02-13,2024-02-13,53,low,82,4,f
T-5752a2,A-95b24a,2023-07-18,2023-07-19,54,urgent,82,4,f
T-508ea0,A-9289f6,2023-10-21,2023-10-21,35,high,53,3,f
T-fe9f10,A-dbc825,2024-03-17,2024-03-18,50,low,81,,f
T-e7e186,A-443b7c,2024-02-27,2024-02-29,45,urgent,91,,f
T-5bc279,A-443b7c,2023-03-22,2023-03-22,43,urgent,18,5,f
T-10fc64,A-7f4db3,2024-08-09,2024-08-09,1,medium,75,,f
T-cff159,A-180abf,2023-08-15,2023-08-17,34,medium,138,,f
T-ccf229,A-b2225d,2024-07-10,2024-07-12,31,high,24,,f
T-b5fa1f,A-44dc83,2023-10-07,2023-10-07,90,medium,57,,f
T-611dd3,A-44dc83,2024-03-02,2024-03-04,75,high,169,5,f
T-71d508,A-9b9fe9,2023-06-15,2023-06-15,46,low,180,5,f
T-5da5ab,A-bb3bd4,2024-12-14,2024-12-14,35,urgent,153,3,f
T-ffdef9,A-1b707d,2023-09-17,2023-09-18,42,low,13,,f
T-a35ae1,A-80eeb6,2023-01-30,2023-02-01,53,high,38,,f
T-89a21e,A-b07b56,2024-10-30,2024-11-01,113,high,113,,f
T-2b5ff8,A-0651a4,2024-09-12,2024-09-14,72,high,32,5,f
